id;fixed acidity;volatile acidity;citric acid;alcohol
db03bcb00201459b85d54ac62d8b813b;7.1;0.21;0.35;12.5
13ef344b996344209616073990a7c501;7.0;0.22;0.26;12.5
c1a6d527db624636a60960ca4b6fa53a;5.6;0.21;0.24;11.5
d0080920101b4d88873952f17eb5e64e;7.4;0.22;0.26;11.4
3692e158af2e4448a7cda6f6e7a2ffc1;7.1;0.2;0.27;10.5
68c8d244c9014605b7917eec9bbb931c;6.8;0.31;0.3;12.6
4bded9640afe4db7a84a100a354588ff;7.2;0.23;0.25;8.7
3ab62367de9f42d582138c3b6cd802e8;6.4;0.15;0.4;11.0
67b668d7437844d4abb49656505b45d2;6.4;0.16;0.44;11.3
69c0ce5e97e04faf87c471e177498a9a;6.8;0.15;0.41;10.2
e38b84f5be094a8b9fdf2ec9d8515642;6.3;0.22;0.34;11.6
d17b04f0351a49a6b66ef54c663842e0;7.6;0.3;0.37;9.8
4151455ac6c84426b3e47df0f191306c;7.0;0.3;0.27;10.1
7393d23ef56f41898144332eacdd56a2;6.6;0.26;0.22;9.2
5189c1bcfb7c4e36aac90fdde0578ce4;7.5;0.24;0.31;9.1
7372aa434fe64cc38489ada0f6cc5f7d;7.5;0.24;0.31;9.1
b72eeb1ba0864ddba09a5a9dbb3f6613;7.5;0.24;0.31;9.1
e9b7ee44d46c4e1aa97f894e162fdf80;7.5;0.24;0.31;9.1
a7c7cab33ca849f6b53d831cf27b7f0f;6.6;0.15;0.34;11.7
15e7f8c5c0ab4e05854d0603b55320fa;6.7;0.34;0.43;12.6
1241548adb4641f081301ecf85a151bd;7.7;0.35;0.46;9.0
422e252c970846b6a805f49557e17529;6.7;0.31;0.09;10.1
976454f873b2449d93bbdd1e87e7ee39;4.7;0.67;0.09;13.6
2a31385ea45d41d3a42218327a43f322;7.5;0.24;0.31;9.1
982bc0813aca40bb87afa130a09630ab;6.3;0.2;0.18;9.2
8690a9bcbdab42df9a4e0d0300fb5f21;6.6;0.28;0.23;8.8
80abb9f168da4810aba6ed43e24e71fb;8.5;0.18;0.3;10.0
a53a7b553a9b4ee39f307c4b0f435683;6.5;0.35;0.38;9.1
c35e454a090540888066e1a7e4e36cbd;6.8;0.22;0.26;11.2
d0a3ae1164c64463a8747e8238c71f6d;6.3;0.18;0.24;9.2
2f9d4dd66a394cf4bebca54a83956f95;6.6;0.26;0.22;9.2
38b3a865cc684fc38db8744dcac0e8a4;6.6;0.3;0.45;9.5
79d4509bef7d4da4b833a88f4fdd378c;6.3;0.34;0.27;11.9
5a5a139bd1254c8e8b6067a086857bde;7.7;0.3;0.23;9.8
7c2f277461534cdba3edadf4195c47b3;7.7;0.31;0.23;9.8
010b5999ae704c69933e2493d787ccfe;5.7;0.265;0.28;10.8
95391c4c1d7d4d79b0b23d1258650701;5.4;0.255;0.33;11.3
890f4d94d0444801b85218d7f6093587;6.6;0.26;0.28;12.1
d60b1c63f01f4453a1ee8081bc776042;4.8;0.17;0.28;11.3
1913cf9bd7044f54937a05dd1e3fb630;5.7;0.265;0.28;10.8
8fad0520ff5a4266be3298cce48d79ef;6.2;0.2;0.33;13.5
203b005a860d408b9d8d0512b968f8d6;7.5;0.28;0.41;10.3
a3c368080f1d4a3cb784a8cf7a3fdbca;6.2;0.22;0.2;9.0
8751add70f0c45228e22805581e3b73a;7.0;0.34;0.26;11.6
1ee2f28ed49944fc99a59cce58a5db6c;7.5;0.28;0.41;10.3
a4999251c76c47eea12dd1a11f5c916a;6.5;0.19;0.34;12.5
28fd1434010f4445a40e92edf41a021c;6.0;0.21;0.29;8.6
086d9f2d27bc44f196e25c7bfa3303ce;6.1;0.22;0.46;13.4
846f9ce0e8594131b088ea1ab84f3393;6.5;0.32;0.48;12.7
44d97fbeabbb4ea98b50b7fa9e74b5f6;7.1;0.21;0.72;9.2
f6af8cd649b14de690ca67b860b251b0;5.6;0.26;0.18;10.2
2771b8a23be745518e69152ddf1fbda0;7.0;0.15;0.28;9.0
f4c261072fa2434e89d8036fee55d0b2;7.0;0.15;0.28;9.0
f78d9036abe849abaf5f186209de081c;7.0;0.15;0.28;9.0
70428f9041df41ad93a99c10af0f619e;7.0;0.15;0.28;9.0
7b653732413a40179ed73bc04d4f0517;7.0;0.15;0.28;9.0
40d1744ffcd9475c95f90cf11061023d;7.0;0.15;0.28;9.0
1dac134e62f84fe0941c0a24793aba1f;7.0;0.15;0.28;9.0
19a04b04ac6146b896ce42790c1a989a;7.4;0.27;0.28;11.9
0217f93cfca14a26bf9d0583e61d413e;6.8;0.22;0.3;9.0
577e33e190ae4fe880beab484ccf6f80;6.2;0.24;0.25;9.0
c13641a2a03d44648eeb71b016ef345b;6.3;0.28;0.29;11.0
eaeb29ad45c4443390cd7085bfe1c49a;7.0;0.15;0.28;9.0
5ab08118ac2f4c96a515666f84d893be;5.5;0.17;0.23;10.0
501d97c73da042ff9a5f8bf3d5689a6a;6.5;0.26;0.34;10.7
c2fc9cc2981b4a0aaefbf5fac04def11;6.6;0.27;0.33;10.7
f18885a7fe594078b1aa038c6af54715;5.4;0.46;0.15;13.4
f383b10f9860417c9778a8205f9cd556;7.8;0.19;0.32;11.0
c00eb7ab0e9248df852a0e80fa0c1b3f;5.5;0.17;0.23;10.0
2056f84ee3df48238f28079fff8759b4;6.5;0.26;0.34;10.7
6de45de0ee7c4228aa31c9c5cf11876b;6.6;0.27;0.33;10.7
383a1a3745104ec19ded0fec0dd2014e;7.8;0.19;0.32;11.0
a39230b4114846d5a153234496efc270;7.8;0.2;0.32;11.0
261dda4cef2c42039bd17dacca3e83ca;6.1;0.17;0.28;11.1
667f536b8dc74447af5f340d72d9f3d0;7.4;0.2;0.35;10.9
8d2c184c0efe429f837b47eac0a63bcb;6.7;0.39;0.24;11.5
e25c865fdd0a4ce9bb1c917d25cf6bdb;5.4;0.46;0.15;13.4
2adc2f9dceb040f6a3437d1b160623e8;6.9;0.4;0.17;9.4
a1866491e6e84ca3a9f0703689a61e1b;6.9;0.4;0.17;9.4
a85d73e40fb642a6af99647ea0a4eebb;6.9;0.4;0.17;9.4
dd9fa08f6efb4c6c9f62096aff96d1ed;6.3;0.24;0.29;10.6
09f6abf8910a492f9954d3b25b728033;6.9;0.4;0.17;9.4
8bd1cb9cb45847a0ae42d89225a16a9e;7.4;0.27;0.31;12.0
76e65beae50d4042b3da4a1045db59b1;6.1;0.27;0.28;10.2
ea8b8eb7d01e4f2fb80ad0847492f753;6.3;0.24;0.29;10.6
9970da7410ca4763afe28689d08f069e;5.0;0.61;0.12;13.5
680f196b5cf64984b1ecaca35afff91f;6.7;0.42;0.39;9.7
3a5a23c0205c4d4393fad00ab4ccf8fb;6.5;0.33;0.28;12.2
27543eb029cf44fd9fdbadf16a7a55b5;6.9;0.33;0.31;12.3
bb07af7e8c134735957b378788cfdeae;6.5;0.33;0.28;12.2
82e09ef2a1384d56a9ddd44676644509;6.3;0.15;0.3;11.4
d42b7e3a7f58403894d7933d431323df;6.5;0.32;0.45;12.7
0ccd8c8132274558904b4b448aaf0380;6.7;0.42;0.39;9.7
7765cd925f9d48c0bbcc8d1037f524ce;7.4;0.25;0.29;10.8
2a6c173a10714b4cb7a1cd0755a07ec4;7.6;0.27;0.3;11.0
7818fe8730f6408f889935a384683f93;6.4;0.27;0.45;9.5
2ab095d46b0843ac93d4edd7ee6a1402;6.5;0.25;0.27;10.1
f321e6691f76491d80d27f64d793ab4a;5.6;0.19;0.31;13.2
dad943076da342b89b565b88a44bc95c;7.4;0.29;0.48;8.8
acaf47b1b1a2460c84721b3461eabc45;6.4;0.34;0.44;9.5
512e5e4dc55f427e88b2335d6d7aaa0d;6.6;0.27;0.52;9.5
ef0b8e552c4b462f88a145c2bf08a89f;6.6;0.26;0.52;9.5
eca125b64a0c4c168698cd35e53bf6ed;6.4;0.27;0.45;9.5
742b1809aeca478683e07720576cc730;6.5;0.26;0.5;9.5
a0d366740e1441b788a43db13776a8dc;6.8;0.25;0.3;10.4
7650efcf87ce47379aa77dede71dc820;6.3;0.32;0.26;9.9
a125ab33d35d44649721d676f35fb98e;5.5;0.24;0.45;10.0
5fda7cf2cb354dcc86ff4071e402e302;6.5;0.25;0.27;10.1
b5fb3ffd1baf4e7ba271f758523c830c;6.6;0.13;0.29;9.4
f195f358437f4de7b87a16df0e1d674d;7.0;0.39;0.21;9.3
bc426ed85ccf4df598a578e68d9e9008;7.9;0.21;0.39;10.9
17f5ef80c20140259905661bae17fc56;7.0;0.3;0.28;11.4
d4923ca568ce4e7189709b4da8cf87ec;8.1;0.2;0.3;10.3
e1c9de5a69124df4adf04b933dbd1938;8.3;0.18;0.3;11.0
1aa6e2d41c894e249eaa112a622b2a80;7.9;0.21;0.39;10.9
b85b75d2fae34f4597237fa74b06bb40;7.2;0.17;0.34;10.8
f46bcc2ff5bf46eb937b8476528b19be;8.1;0.2;0.3;10.3
e18a507fe85d455c91163f1690521edb;8.3;0.18;0.3;11.0
f7124d06e34243338e0c54573d64fc21;7.0;0.39;0.21;9.3
7998ba05792f4a22893d887034d7cfb7;6.8;0.21;0.62;10.2
b93d2668716f49eca33e59d8623ab8a2;6.9;0.21;0.62;10.2
3a27c11ac56f4a879c0faa0a4124a6b6;7.2;0.17;0.34;10.8
293b54124f1f4db09f81ea79c1def223;6.8;0.26;0.34;10.5
2c22e81bc0b743558f36c6a691866b84;7.2;0.28;0.38;11.1
ca9ece5ae11c414a8313c870a0bdcb4e;7.9;0.21;0.39;10.9
be44f13330924ab78838c29ee4ad0088;7.0;0.3;0.28;11.4
a68c302023b94420a6bdcdbbeae11d2d;7.4;0.34;0.28;10.3
ecb87e056c424bfa946ea23b0089bc39;6.3;0.43;0.32;12.9
cb2682f7d73a446f95a6dc425474f838;6.8;0.41;0.3;9.9
95a907b2bc9e4d498e963b0fea1e3f9b;6.3;0.4;0.24;11.3
4784f89bfa624eb4981524bddcc1ba0d;5.1;0.35;0.26;11.5
ec509571dda64e2b80bda64795a64627;5.1;0.35;0.26;11.5
35fa7777b23b4f968b8b8720d9857e58;6.3;0.3;0.2;10.7
60dd1fb9124341489506f1a8f565c252;6.9;0.28;0.28;10.4
6f70017c9f744525858011c27610cfb1;7.0;0.33;0.28;12.5
cdb1750d43314cd3a131ad6fb46484a1;6.7;0.26;0.49;9.5
c1a460eb26454812a21c1d7e048e7eaa;7.3;0.24;0.3;11.3
5898bca8689b41b884eb646f4813b3da;6.7;0.46;0.21;13.0
81d275423dc64e8c897c29c909f41168;5.1;0.35;0.26;11.5
afb3078bb71a418682f9fe0d11b8faca;5.1;0.23;0.18;11.5
24aa3c63cd9746a9994fc947ddf575db;6.3;0.4;0.24;11.3
e2b08783b0674da18c45bc80b5d8348d;7.1;0.44;0.23;13.2
ca76bada3aac44c09bdc19e6e47f2430;4.8;0.26;0.23;11.5
ca5b7062da384a68baee6225e1ffdbc8;6.8;0.31;0.19;9.6
b7662319f9b64ef09f2c6f8c5bd15b3c;6.8;0.31;0.19;9.6
e145493a579342388a6b624b043b30fd;7.0;0.15;0.29;9.7
58d5bea6f6cc44d4845e9d2cc0e8fa4f;6.5;0.41;0.22;9.2
6e6629438855481fb583d56578723c2e;6.2;0.31;0.23;8.4
eb6a5097f9f74f289e69947bbf813d1b;8.0;0.27;0.33;12.4
7389efca2d5d44438de41cd7412583ce;8.0;0.27;0.33;12.4
1eaa111b2fb041c7be8c43b2639dba5a;6.5;0.41;0.22;9.2
f5d1ad9afbad4c208397a202dde3860b;6.2;0.31;0.23;8.4
e03c0eabed024783855eca7989530d1e;6.7;0.37;0.25;11.7
266ac2746e9445478e12142999b414d7;6.6;0.21;0.5;11.0
b3d412cccfbf426e95b438679b1f8ae3;7.5;0.26;0.31;11.9
f49b27879ec34344b92222ef54fecf54;7.5;0.34;0.28;13.2
9b63c41603614cecbd43887ad017db8e;6.7;0.37;0.25;11.7
a158023714d440e4b43204b483383376;6.4;0.32;0.23;9.1
9f86ba4e9b744292a97ec91436ac4d83;6.7;0.24;0.32;12.6
2f115da20a8644f5b1226a3b4af10327;6.4;0.32;0.23;9.1
680a7c7eb2bc4aaf9f8bb475d896de6f;7.1;0.39;0.79;10.5
c8d01e5016b54ae88c71819a042f7086;8.2;0.31;0.43;10.6
1d152f0c8ca54a4bb42018785a4e3a02;6.7;0.24;0.32;12.6
7d2425ec12674120868f2c7309893764;5.9;0.17;0.29;13.7
1a386a5cc6c3422b95c7b4f8af3ab08b;5.9;0.2;0.23;12.0
800c447907da4835af5b2a2c9ede201a;6.6;0.32;0.26;12.5
cfc0cf59aa6d4bc2b489ae3939c6610f;5.9;0.12;0.27;12.1
05f2e7c8ee7648e69e9db128b2613609;5.9;0.18;0.29;11.3
27f288ead74844089bb767b32d4a1691;5.9;0.2;0.23;12.0
8bb1b7fbfd144363bf2f990d47edd8a5;5.4;0.17;0.27;10.3
b0efd0717d6f436292676f740afd9ab8;6.1;0.21;0.3;12.7
2354b2efec434cc4a1eac0fad0e16a4e;7.3;0.25;0.26;9.2
1449818b97d642fdab345cb3c501bf3c;7.3;0.25;0.26;9.2
17762cea0468414e8987ba7d22ff5360;6.2;0.22;0.3;9.5
169b41db507842b2afe83f14b06a42e7;6.5;0.27;0.19;10.1
94c81fda18f9436cb128fece87bf0228;6.5;0.27;0.19;10.1
445f8ecb19e848f3b5ef208fae493675;6.6;0.39;0.22;13.0
da67b9976c6b49479bcfe519ae03a59f;6.0;0.31;0.38;13.1
e28004caddbd4fb69a942cdf18c02209;8.4;0.23;0.32;11.0
69b538a0a9ec42e99794b3169ce9d817;7.3;0.25;0.26;9.2
8b2013ae827a478e828dca39047e5c3f;6.0;0.22;0.25;9.4
121497d26397485fb27487e823c1bdd4;6.2;0.22;0.3;9.5
c827b311d22f481ea137765457963bdb;6.1;0.23;0.27;10.2
54d4e22ef39c468f9070bda5ad8844ab;6.5;0.27;0.19;10.1
b31726aaf4fc45d5898520f7fccadfd1;7.3;0.36;0.54;8.6
f183e8a559954c789feab1849a02ec67;7.6;0.37;0.51;9.0
d051855971a245d58f881061e636b733;6.7;0.26;0.51;9.6
3aca47a67a344ed18dd10572eddd8f9e;7.4;0.22;0.27;9.9
ecebfd52e2d74a3a95dbc4c4ffdbe410;6.1;0.22;0.28;10.5
0eec92b68f0a4cbebde62e56238be793;7.1;0.28;0.31;11.4
82fe3506687e4dccb1bca113829126b0;6.5;0.35;0.31;9.4
059ca06e35244b44bc20c2e74ab623de;6.8;0.73;0.2;11.1
faed5f04bac640d2915d4179f5098df1;6.0;0.28;0.24;8.9
6881d728fa4145eaa5d9b48d5211a810;6.0;0.28;0.24;8.9
710838b2351e4156a1bbaa20ce46aa0b;7.1;0.2;0.37;10.8
13fa65014a384fefb0b854550d01cefd;6.8;0.33;0.31;12.2
a6958f91038f4d97a69273c43953b4fa;6.0;0.28;0.24;8.9
9a94d55a67f045de96328ea039079870;7.2;0.24;0.36;12.5
42775b6972434cbb93b480f8f5c2da3f;6.8;0.33;0.31;12.2
328cce3ad2944964b42fa0b1bfe98fec;7.2;0.24;0.36;12.5
cf2029e8bae64123a7d0c39a583c2c0b;6.0;0.28;0.24;8.9
7067d367a41a44e18442b09a3beecfdc;6.2;0.27;0.26;10.8
b9f52e71229848a7995f7e83a8f715a2;6.4;0.38;0.26;11.4
ed0a00038aca4e0f8569d55acc88d38c;7.1;0.2;0.37;10.8
4bbd1289e1b04cc0895b572f0b2037b6;6.0;0.21;0.3;10.6
c6d7569c75154518bd76e421f344f8e0;7.0;0.34;0.1;9.2
88a560dee11e45a6aef39c28289bfef3;5.9;0.435;0.16;12.2
ce525dc8a73b4a6abbcb1b8b82e8a712;7.0;0.25;0.33;12.3
160a2e7cd43a4b78b2ea350590c61814;6.7;0.26;0.29;10.4
b697779629374f9982e3de66a7ed4b84;7.0;0.24;0.3;10.4
7968a686415d496bbcd134a3f5a77dba;8.5;0.23;0.34;11.0
4b6c2802006b47c086096a0f96e937d9;6.0;0.21;0.3;10.6
5cb0cd3a894f47719f171fc8b57de305;7.0;0.34;0.1;9.2
afff00f6bdaa4997b5a5061ca82b7898;4.8;0.65;0.12;13.5
0bbedc84768a49d3a811e00982853200;6.1;0.22;0.38;11.4
211e05a7f3824e67a6d90f537bcb74cd;5.8;0.27;0.26;11.5
4e580da71a22473c9933134575dfa446;5.0;0.455;0.18;14.0
67b12ecce2d147b6a95bba4f80bfd631;6.5;0.33;0.3;12.5
3c887f6e70f14a56a6d55fb71d2b59c5;6.5;0.33;0.3;12.5
36dac5cddc8d4d9b998c907932e30c8f;6.7;0.31;0.3;12.8
ffcfe84f240f4154aeb1bee61c66b81b;6.2;0.39;0.24;11.2
a300b5e0f5b74439bdc4b5c40b27f1d8;6.2;0.39;0.24;11.2
a9e80fa37202463f9074027930b90aea;7.1;0.37;0.3;13.6
3a67e15a56194b4eaf18408910c3a12b;7.2;0.23;0.82;9.2
8fbc9d21c651427d875672c406c0ae16;6.5;0.33;0.3;12.5
d03d7fb81ae5471cbc3f9b9414b86bc0;7.2;0.25;0.32;11.1
137153fac47b413e8ed974dedc513774;6.2;0.39;0.24;11.2
115374688c854fe9804ece714eac5b5a;4.7;0.455;0.18;14.0
09a7042675814d11b44e47e791984e60;7.1;0.37;0.3;13.6
ba107f062db24882bb611a01129a05e4;6.2;0.28;0.51;9.4
347ac888e4804436a19585e946d443ab;6.4;0.35;0.28;14.2
a7d9ba588a7045b3bc4ca4b0f50233d7;6.6;0.31;0.28;13.2
f4dd3703f4454f1ea7adec8d031c5e74;7.4;0.25;0.37;11.2
a789426fa1d741e5b5c5da556a6dfa61;7.3;0.36;0.34;10.2
91bf80dae38e412c939ccf557f13aea1;6.7;0.31;0.3;12.8
a259659546b94c5495af80b374b6b96b;8.6;0.31;0.3;10.1
1addeed0e2cd47238f7e0415ea3a81c1;8.6;0.31;0.3;10.1
6cd6544f8da44658bb4c1f0e650d0ddf;8.6;0.22;0.33;10.3
4b335b124b984ad7b18714ec7c772958;6.9;0.14;0.29;9.9
7ced24ece3694d79b57f10220909b136;6.5;0.22;0.31;11.5
831abc69b5784e718dbca181c8e54aac;6.6;0.32;0.47;9.0
578539f3444d43c8b4a548fda22f86c0;6.6;0.32;0.47;9.0
170ebaf28f62495daaa1f3446c48d711;6.1;0.28;0.26;12.1
27171160a211404395b3c6b713e8e1e3;6.2;0.3;0.28;13.3
b5a6c71c51424747bb1a0bd989159334;6.9;0.22;0.28;11.5
2be944cb693e4decae506166e7eb9674;8.7;0.31;0.21;11.0
819c37a8444447aa935afb55f45f6c95;7.3;0.27;0.3;10.7
f1466953a8804bafb2b96294306cd8a8;7.0;0.46;0.2;9.4
f1ac3d2747f3427fb9504350bf0ba5cf;5.7;0.23;0.25;10.3
928c72b4c7014de1aa0fd3cd1c58b9df;6.5;0.36;0.36;9.3
e5a005e5f693413cb471e78998612e3d;8.2;0.18;0.38;12.0
047c50bcfd514bb8813daa3ba7b6e975;6.2;0.27;0.32;11.0
410c929ebc484578aa2b98771cbb53d3;6.9;0.4;0.37;9.3
016d36a1e1004019aa853d2617834cd6;4.9;0.345;0.34;10.1
5e8875deb2a247b3b379185adee1cab0;7.2;0.23;0.39;11.1
b320d6897e514f83bebf143db5dea02b;6.4;0.2;0.15;9.9
01efa968e3844112b59767aac1d45d59;6.1;0.27;0.32;11.0
4c640b8071a24599992764a6a5f48877;6.2;0.27;0.32;11.0
1d6e06c1b9cd4e4a937bbb9027525cdc;6.0;0.3;0.33;12.5
402e1668e1bc49d2bfde0611942b4e7d;6.1;0.3;0.32;12.7
9f12763b24814a96ade4ce3872af2756;5.7;0.14;0.3;9.3
fb891d0b1dbd4aebb1f09bceb613d4d1;6.9;0.4;0.37;9.3
a57b9ae0317248d7ae8d74d60904e032;4.9;0.345;0.34;10.1
4642de3bbc584fbea3622722a94eaca8;6.3;0.33;0.2;8.8
9b515e06448641eeb91b44c8b6c1358e;7.0;0.16;0.3;11.2
919f57a075df405896bc529a0e0bc34b;8.4;0.22;0.3;10.8
8b4e26cb6bf14aeb9c439446de2c2bf1;6.3;0.33;0.2;8.8
a2739516d2fc4101af49a941042156a9;7.0;0.16;0.3;11.2
73f77bd8416e419cb157f5d7eaafe484;5.4;0.24;0.18;10.3
03679ccc85be4882ae69df0d49cda146;7.7;0.31;0.36;12.0
3d79b6af37354a1f978cf91bc122e5a5;5.6;0.185;0.19;9.5
bc1f7fcef6fd4edebd837a322b9b3b3c;5.6;0.185;0.19;9.5
a17a17479742441da222444abd2c44bf;6.6;0.43;0.24;9.8
daf713fb38024b1884971baba919cc50;7.6;0.39;0.46;9.0
aa24ab027b394714be38c2290ac57996;7.2;0.58;0.27;13.0
510f4285780547e49f25fe71bff56ac2;6.0;0.34;0.32;11.8
cc92781ec3ef4e4c85e85b1bf298824d;7.5;0.35;0.48;8.8
defecfb478e34c58994f0112ce8133e7;7.3;0.38;0.23;11.2
cbbb7c579e3444deb0a02c26b4df451f;5.4;0.185;0.19;9.5
991c759e2a934ee3829f481d185c35c0;6.3;0.27;0.51;9.4
4b25e0eddf0d479da170ebe49707c4c0;6.5;0.29;0.52;9.5
a82e2439ab1d4ca2a29ffc319350f169;6.4;0.17;0.3;10.4
e509c7de0b264f9bb9ff503e41bd1cbb;6.7;0.18;0.31;9.8
97f4f5c3601e4b06a83cbaa5fa08fefb;6.4;0.17;0.3;10.4
0a21906f05a84b058632ef2905005a92;6.8;0.37;0.67;10.3
9b97aa73ad0041dcb4b9c690de70160f;6.3;0.27;0.51;9.4
a458941eeb2a43199dc4afa0b92928ff;6.5;0.29;0.52;9.5
15366549ae994dacbd7388d0e6dcac85;6.1;0.24;0.26;11.9
cc5d7e34a32b4a11b9a62d072003716a;7.0;0.32;0.29;12.8
5fc3d209d04b41e0b754a69512e871f9;6.9;0.27;0.25;13.0
2ccabe4c96a94e90bc0bc79d866f63d1;6.5;0.29;0.53;10.4
ee7e6808119243c8b2f39ef057b98f35;6.5;0.29;0.52;10.4
c43f823301de4d499c708acf183587a7;6.1;0.22;0.25;10.7
524dbe76124344e29712dc781161aeae;6.3;0.22;0.27;10.7
76be025ea57343afb393eb79ad57009e;6.1;0.24;0.26;11.9
4d8b6aa41a2c4c1da900add9a57484c4;5.6;0.23;0.25;10.4
a86ada7c3afb48a296ff6b98767e48db;7.0;0.32;0.29;12.8
b710d3d603bf4fd1b32b14f28c906b35;6.8;0.11;0.27;9.9
131f6c64a51e4bcea325c662cfa7aa5e;6.8;0.11;0.27;9.9
d7aca622d67f4146a1c050dff76fc18d;7.3;0.23;0.41;9.4
fd835569adec4dada141af967b488805;6.1;0.2;0.17;11.4
79fba18e299a4f0b9bbeee1b01c64cca;6.8;0.11;0.27;9.9
a9898d9332f94bde92354483898d648e;7.3;0.23;0.41;9.4
17eb49b8c86a43ca863a0145e64e3bc1;6.9;0.2;0.41;9.2
efe7c9d1632547a7a73fc877fd8b0fe1;6.7;0.19;0.32;10.5
02ff28ac5b2a49c79ee1d4b36e9ffcce;6.7;0.28;0.34;11.0
4ba5d6c0b07549158dca1c4d0d9da389;6.7;0.28;0.34;11.0
76d8d821bc524c8ab9ac60c1e98d12b9;8.0;0.37;0.31;12.1
583001a32d19478cab225f4ccddec516;6.7;0.28;0.34;11.0
175d76a49c5441088b123ddccf77d33b;6.0;0.26;0.29;12.8
db5f55b081204ed9a3b672efa6fda9c1;6.4;0.24;0.49;10.5
c0a1fe2af7fa4042a1db0238d73d38a7;6.4;0.24;0.49;10.5
c9ff1afd851a4742804d442a592ac6be;6.4;0.24;0.49;10.5
0e9045e89f0c49e3a753c3c850dcb44f;6.4;0.25;0.57;9.5
5de366ec6c364d638707b3354fe18a19;6.1;0.25;0.48;9.2
1b32bbfb097843269125cf55b6e1916d;6.8;0.14;0.35;11.1
4111746b5121444d86edfa3c30909847;6.5;0.38;0.26;12.3
5c9482e3074544c79b96ec153bdb566f;6.8;0.14;0.35;11.1
041b817db1844d6890953183907eae1d;5.4;0.15;0.32;12.6
011fcd23bae847c5b5f2220ab49084f1;6.4;0.25;0.57;9.5
71770138d8af4c5886e2b67505ad7751;6.1;0.25;0.48;9.2
aebecfb2d6e74961b794a6c971bd0475;6.8;0.22;0.32;10.8
66028e83a8764d54af8da40e4b7b545b;7.2;0.21;0.29;11.3
c9d52604aaa44b7cadcf3e19523ee32b;6.0;0.26;0.29;12.8
274842f4e8594730b013468c7e7693b9;6.4;0.24;0.49;10.5
69662ce0af7f463eb839168e121195d5;6.5;0.46;0.24;9.8
ca593b6c1278429caca90b257b46aa29;6.5;0.18;0.48;8.5
2c877af9c43844f99696474f7954706f;6.2;0.32;0.12;9.3
b284dce9bfce49ab9585c0c079b3e7e2;7.2;0.4;0.24;9.2
860328970de04714a1f39192efa4cd80;5.9;0.23;0.24;11.4
48011f6e7a494a54be81f99c56969eb4;6.4;0.18;0.48;8.5
8fb9add1d4ea4f0d9ccfeffbe5f6cbd6;6.2;0.32;0.12;9.3
46ef25a48fcb4dfbb3d3f12794330acd;6.4;0.37;0.12;8.4
5057909c6c364d7c9208f99a9a0f3985;7.0;0.23;0.42;9.2
28ee63d50cf6408f9627c7e1a9ddbbb1;7.2;0.4;0.24;9.2
bea5e6cc3ad147908be8e229b5e75157;7.6;0.19;0.37;10.4
f858924779954799a23ab0a3ccf6200d;6.0;0.28;0.27;11.6
3691d2d660f24bf3b16b074c390d6f6b;6.2;0.32;0.45;12.4
f47f123ab2fd44188eb6c148fd1c9a8e;7.6;0.19;0.37;10.4
9dfc29575040457b9bfde62d5bca4813;6.4;0.26;0.26;9.3
b40017d0d4bf4e4e8215967fe9992670;5.9;0.25;0.27;12.2
e2a3ab82b7174c3ea9a96ba807906865;6.1;0.28;0.3;11.0
6d07571b83d64db3ab4430c5e94c76ff;6.9;0.19;0.38;11.4
835e0f5eeb334af6a861a1a1bc2c05ec;6.4;0.29;0.57;9.5
95116a5bac64471d9ca132bad31d8ee2;6.8;0.27;0.22;9.2
3f90eb27d67b407891758f65e1074d2f;7.5;0.26;0.38;11.1
6cebd7f84a1a4b5d920e26adbe3056ab;6.8;0.27;0.22;9.2
80689283c5b244d2ae4339f1d41af5c5;6.4;0.2;0.22;11.0
ca9c9d39a96d4e198c2cee341bf8d8b5;7.3;0.33;0.22;9.9
c9b79c9de2f64335a26d0c46d34437bb;7.3;0.34;0.22;9.9
2ea84b6e6165455fbf7dc63c497b4027;6.4;0.29;0.57;9.5
5a55895dffb3474b94745a024acdfe58;6.1;1.1;0.16;12.4
9761bbf91aa84c0da6e75f1ce248ea01;6.3;0.24;0.29;9.4
d8ff29d846d647a5a571ca5f0f3bf5f7;6.2;0.24;0.22;9.3
80598de9c48642ceae3205968f89bf7d;7.4;0.16;0.27;8.7
92b299109094401b8c434b3c6d4d7149;7.4;0.16;0.27;8.7
a767a5df85bc486a8be364276ca5da56;7.4;0.16;0.27;8.7
6588f000a8b94262b9717737fc1eea4d;7.4;0.16;0.27;8.7
f02e124890834909840bbe6f659210f7;7.2;0.17;0.28;9.0
11d2652f1cb4484fa7f3500c38b1e39d;6.9;0.19;0.35;10.7
7b05621f89a6435c8d34e8b73bd1a2d4;6.9;0.19;0.35;10.7
0bf76c109d7a408290c7214c3dacc65d;6.8;0.16;0.36;11.3
b9e3fc704a80413f821c152b4dd99299;7.4;0.16;0.27;8.7
a77ca10378d3474296538bce8f4b729e;6.8;0.3;0.27;11.7
b95422c4661a4a77b6fa353f12c08be2;6.2;0.24;0.22;9.3
44e382e2d6d441f792e938e7e9d89177;7.4;0.16;0.27;8.7
4f3f5124201b4019a83e5435295763f7;7.2;0.17;0.28;9.0
1a1069f57ddc490cbcdaa24ea338e571;6.8;0.3;0.27;11.7
a7cb8e4dd6c84bba94d7d07522cb9dc7;6.5;0.43;0.18;10.7
